Id,Prospect,Disposition,App.Year,MonthDeadline,DateDeadline,YearDeadline,UniversityId,Selectivity,Tier,Major.1,Major.2,Minor,GPA,Met,Sourced,Type,Size,Region,AlumniCount,CurrentCMCount,CurrentTFAStaffCount,InequityAwareness,TFAAwareness,StudentsCount,ISSTEM,Tier2016,Tier2017
2016_13209,Undergrad,Rejected,2016,March,4,2016,001F000000nH7QOIA0,0,3,Special Education,,Psychology,No,No,Self,Public,Medium,E,8,0,0,5,2,12500,No,3,0
2016_13210,Undergrad,Rejected,2016,March,4,2016,001F000000nHBQtIAO,4,3,Political Science,,English,No,No,Recruiter,Public,Large,S,100,9,3,1,3,22500,No,3,2
2016_13211,Undergrad,Withdrawn,2016,March,4,2016,001F000000nHAWvIAO,5,3,Communications,,,Yes,Yes,Recruiter,Private NFP,Very Large,W,511,37,26,5,5,25000,No,3,3
2016_13212,Undergrad,Rejected,2016,March,4,2016,001F000000nHEyuIAG,4,3,Interdisciplinary Studies,Exercise Science,,No,No,Self,Public,Very Large,S,189,48,11,1,3,25000,No,3,3
2016_13214,Undergrad,Rejected,2016,March,4,2016,001F000000nH9U8IAK,3,3,History,,Art History,No,Yes,Self,Public,Large,E,46,15,0,5,2,22500,No,3,2
2016_13215,Undergrad,Withdrawn,2016,March,4,2016,001F000000nHEN6IAO,4,3,Political Science,,History,No,Yes,Recruiter,Public,Very Large,S,536,79,28,5,5,25000,No,3,3
2016_13216,Undergrad,Rejected,2016,March,4,2016,001F000000nH7HJIA0,4,3,Biology,,,No,Yes,Recruiter,Private NFP,Small,N,87,6,4,5,5,5000,No,3,3
2016_13217,Undergrad,Withdrawn,2016,March,4,2016,001F000000nHEN6IAO,4,3,Physics,,Mathematics,No,Yes,Recruiter,Public,Very Large,S,536,79,28,5,5,25000,Yes,3,3
2016_13220,Undergrad,Rejected,2016,March,4,2016,001F000000nHCKLIA4,2,3,Interdisciplinary Studies,Health,Science,No,No,Self,Public,Medium,S,66,15,10,1,3,12500,No,3,3
2016_13222,Undergrad,Rejected,2016,March,4,2016,001F000000nHAX1IAO,4,3,Exercise Science,,,No,Yes,Self,Public,Very Large,N,408,31,7,1,3,25000,No,3,2
2016_13225,Undergrad,Accepted,2016,March,4,2016,001F000000nH9c1IAC,4,3,Education (elementary),,,Yes,No,Recruiter,Public,Large,S,76,21,4,1,3,22500,No,3,2
2016_13226,Undergrad,Rejected,2016,March,4,2016,001F000000nH7YmIAK,4,3,English,,Asian Studies,Yes,No,Self,Public,Large,N,58,20,4,1,3,22500,No,3,2
2016_13230,Undergrad,Withdrawn,2016,March,4,2016,001F000000nH7YPIA0,5,3,Political Science,Religion,,Yes,No,Self,Private NFP,Medium,N,325,19,22,5,5,12500,No,3,3
2016_13231,Undergrad,Rejected,2016,March,4,2016,001F000000nHBWtIAO,5,3,Chemistry,,,Yes,Yes,Self,Private NFP,Medium,E,331,32,10,5,5,12500,Yes,3,3
2016_13233,Undergrad,Accepted,2016,March,4,2016,001F000000nH7LRIA0,4,3,Public Relations,,Political Science,Yes,Yes,Self,Public,Very Large,E,404,48,27,5,2,25000,No,3,3
2016_13234,Undergrad,Accepted,2016,March,4,2016,001F000000nH7YrIAK,4,3,Classics,,German,Yes,Yes,Self,Public,Very Large,W,177,33,7,5,2,25000,No,3,2
2016_13236,Undergrad,Rejected,2016,March,4,2016,001F000000nH7ZBIA0,4,3,Political Science,Psychology,,Yes,Yes,Recruiter,Public,Large,S,58,16,4,1,3,22500,No,3,2
2016_13237,Undergrad,Withdrawn,2016,March,4,2016,001F000000nH7TxIAK,5,3,Sociology,English Literature,Comparative Literature,No,Yes,Self,Public,Very Large,E,702,55,43,5,5,25000,No,3,3
2016_13238,Undergrad,Withdrawn,2016,March,4,2016,001F000000nH7hJIAS,4,3,Political Science,,,No,No,Self,Private NFP,Very Large,E,360,19,14,0,0,25000,No,3,3
2016_13239,Undergrad,Rejected,2016,March,4,2016,001F000000nHCFmIAO,4,3,Biology,,Sociology,No,Yes,Self,Private NFP,Very Large,E,327,36,23,5,5,25000,No,3,2
2016_13240,Undergrad,Rejected,2016,March,4,2016,001F000000nH9KXIA0,3,3,Political Science,,,No,Yes,Recruiter,Public,Medium,W,50,37,1,5,2,12500,No,3,2
2016_13241,Undergrad,Rejected,2016,March,4,2016,001F000000nH7GDIA0,5,3,Biology,,,No,No,Recruiter,Public,Very Large,W,316,53,10,5,2,25000,No,3,3
2016_13242,Undergrad,Rejected,2016,March,4,2016,001F000000nH7GDIA0,5,3,International Studies/Relations,,,No,Yes,Recruiter,Public,Very Large,W,316,53,10,5,2,25000,No,3,3
2016_13243,Undergrad,Rejected,2016,March,4,2016,001F000000nH7LRIA0,4,3,Agricultural Science,,,No,No,Self,Public,Very Large,E,404,48,27,5,2,25000,No,3,3
2016_13246,Undergrad,Rejected,2016,March,4,2016,001F000000nHAOdIAO,4,3,General Studies,,Human Development,No,Yes,Self,Public,Very Large,E,171,32,7,3,3,25000,No,3,2
2016_13250,Undergrad,Rejected,2016,March,4,2016,001F000000nH7f5IAC,4,3,Biology,,,No,No,Self,Public,Very Large,E,195,22,2,5,2,25000,No,3,2
2016_13251,Undergrad,Rejected,2016,March,4,2016,001F000000nH7YlIAK,4,3,International Studies/Relations,,,No,No,Self,Public,Very Large,S,238,45,18,2,5,25000,No,3,2
2016_13254,Undergrad,Rejected,2016,March,4,2016,001F000000nH7GIIA0,5,3,Psychology,,Art,No,Yes,Recruiter,Private NFP,Medium,E,184,18,3,0,0,12500,No,3,3
2016_13256,Undergrad,Rejected,2016,March,4,2016,001F000000nH7f5IAC,4,3,English,,Education (general),No,No,Self,Public,Very Large,E,195,22,2,5,2,25000,No,3,2
2016_13257,Undergrad,Withdrawn,2016,January,15,2016,001F000000nHCQUIA4,5,3,English,Economics,Creative Writing,No,Yes,Self,Private NFP,Large,E,407,32,20,2,5,22500,No,3,3
2016_13258,Undergrad,Withdrawn,2016,January,15,2016,001F000000nH7QBIA0,0,3,Education (elementary),,English,No,No,Self,Public,Medium,E,4,3,0,5,2,12500,No,3,0
2016_13261,Undergrad,Rejected,2016,January,15,2016,001F000000nHEyuIAG,4,3,Education (elementary),,,No,Yes,Recruiter,Public,Very Large,S,189,48,11,1,3,25000,No,3,3
2016_13262,Undergrad,Accepted,2016,January,15,2016,001F000000nHEyuIAG,4,3,Education (elementary),,,Yes,No,Recruiter,Public,Very Large,S,189,48,11,1,3,25000,No,3,3
2016_13263,Undergrad,Withdrawn,2016,March,4,2016,001F000000nH7hPIAS,5,3,Voice,,,Yes,Yes,Recruiter,Private NFP,Medium,N,568,31,14,5,5,12500,No,3,3
2016_13268,Undergrad,Rejected,2016,March,4,2016,001F000000nH7C0IAK,0,3,Sociology,Human Services,,No,No,Self,Public,Medium,E,8,3,0,5,2,12500,No,3,0
2016_13272,Undergrad,Withdrawn,2016,January,15,2016,001F000000nH7QBIA0,0,3,Public Health,,,Yes,Yes,Self,Public,Medium,E,4,3,0,5,2,12500,No,3,0
2016_13273,Undergrad,Rejected,2016,January,15,2016,001F000000nH7YNIA0,3,3,Environmental Studies,,Economics,Yes,Yes,Self,Public,Large,E,279,19,12,0,0,22500,Yes,3,2
2016_13274,Undergrad,Rejected,2016,March,4,2016,001F000000nH83rIAC,3,3,Psychology,Criminology,,No,No,Self,Public,Very Large,W,102,20,10,1,3,25000,No,3,2
2016_13275,Undergrad,Rejected,2016,January,15,2016,001F000000nHEGfIAO,5,3,Geography,,Education (general),Yes,No,Self,Public,Very Large,W,795,82,23,5,5,25000,No,3,3
2016_13279,Undergrad,Withdrawn,2016,March,4,2016,001F000000nHBW8IAO,3,3,Psychology,,,Yes,Yes,Self,Public,Medium,W,70,14,2,2,5,12500,No,3,2
2016_13280,Undergrad,Rejected,2016,January,15,2016,001F000000nHAP0IAO,3,3,Education (elementary),,,No,No,Self,Public,Very Large,S,37,8,0,3,3,25000,No,3,0
2016_13285,Undergrad,Rejected,2016,March,4,2016,001F000000nHAWqIAO,3,3,Sociology,,Education (general),No,No,Self,Public,Very Large,S,26,13,1,1,3,25000,No,3,2
2016_13286,Undergrad,Accepted,2016,January,15,2016,001F000000nHEGfIAO,5,3,English,Social Work,,Yes,Yes,Self,Public,Very Large,W,795,82,23,5,5,25000,No,3,3
2016_13287,Undergrad,Withdrawn,2016,March,4,2016,001F000000nHAWqIAO,3,3,Criminal Justice,,,No,No,Self,Public,Very Large,S,26,13,1,1,3,25000,No,3,2
2016_13288,Undergrad,Accepted,2016,January,15,2016,001F000000nH7hPIAS,5,3,Psychology,Theater,Women's Studies,Yes,No,Self,Private NFP,Medium,N,568,31,14,5,5,12500,No,3,3
2016_13290,Undergrad,Rejected,2016,January,15,2016,001F000000nH9oFIAS,4,3,Human Services,,,No,No,Self,Public,Very Large,E,512,63,16,2,5,25000,No,3,3
2016_13291,Undergrad,Rejected,2016,October,30,2015,001F000000nHCQUIA4,5,3,Communications,,African-American Studies,No,No,Self,Private NFP,Large,E,407,32,20,2,5,22500,No,3,3
2016_13293,Undergrad,Rejected,2016,October,30,2015,001F000000nH7YlIAK,4,3,Humanities,,,Yes,No,Self,Public,Very Large,S,238,45,18,2,5,25000,No,3,2
2016_13294,Undergrad,Rejected,2016,January,15,2016,001F000000nH7GDIA0,5,3,Sociology,,Education (general),No,Yes,Self,Public,Very Large,W,316,53,10,5,2,25000,No,3,3
2016_13295,Undergrad,Rejected,2016,October,30,2015,001F000000nH82qIAC,4,3,Biology,,,No,Yes,Self,Public,Very Large,N,328,54,17,1,3,25000,No,3,3
2016_13297,Undergrad,Withdrawn,2016,October,30,2015,001F000000nH7GDIA0,5,3,Communications,,,No,No,Self,Public,Very Large,W,316,53,10,5,2,25000,No,3,3
2016_13299,Undergrad,Rejected,2016,October,30,2015,001F000000nHEyqIAG,4,3,International Studies/Relations,Spanish,Criminal Justice,No,Yes,Self,Private NFP,Very Large,E,346,32,16,2,5,25000,No,3,3
2016_13300,Undergrad,Rejected,2016,October,30,2015,001F000000nH9wzIAC,4,3,Mathematics,,,No,No,Self,Public,Medium,W,66,26,0,5,2,12500,Yes,3,2
2016_13303,Undergrad,Rejected,2016,October,30,2015,001F000000nH7GDIA0,5,3,Psychology,Sociology,Other,Yes,No,Recruiter,Public,Very Large,W,316,53,10,5,2,25000,No,3,3
2016_13304,Undergrad,Accepted,2016,January,15,2016,001F000000nH82qIAC,4,3,Neuroscience,,,Yes,Yes,Self,Public,Very Large,N,328,54,17,1,3,25000,Yes,3,3
2016_13305,Undergrad,Rejected,2016,October,30,2015,001F000000nHBIxIAO,4,3,International Studies/Relations,,Art,No,Yes,Self,Private NFP,Medium,W,97,12,9,1,3,12500,No,3,2
2016_13306,Undergrad,Rejected,2016,October,30,2015,001F000000nH9KXIA0,3,3,Electrical Engineering,,,No,No,Self,Public,Medium,W,50,37,1,5,2,12500,No,3,2
2016_13307,Undergrad,Rejected,2016,October,30,2015,001F000000nHBWtIAO,5,3,African-American Studies,,,Yes,No,Self,Private NFP,Medium,E,331,32,10,5,5,12500,No,3,3
2016_13309,Undergrad,Rejected,2016,January,15,2016,001F000000nH7hJIAS,4,3,Film/Video,,Spanish,Yes,Yes,Self,Private NFP,Very Large,E,360,19,14,0,0,25000,No,3,3
2016_13311,Undergrad,Rejected,2016,January,15,2016,001F000000nHAOJIA4,4,3,Biology,,,No,Yes,Self,Public,Very Large,W,302,33,10,1,3,25000,No,3,2
2016_13312,Undergrad,Accepted,2016,January,15,2016,001F000000nHCYDIA4,4,3,Theater,,,No,Yes,Self,Public,Very Large,W,66,10,3,1,3,25000,No,3,2
2016_13313,Undergrad,Rejected,2016,January,15,2016,001F000000nHAOJIA4,4,3,International Studies/Relations,,,No,Yes,Self,Public,Very Large,W,302,33,10,1,3,25000,No,3,2
2016_13315,Undergrad,Rejected,2016,October,30,2015,001F000000nH82qIAC,4,3,Biology,,English,No,No,Self,Public,Very Large,N,328,54,17,1,3,25000,No,3,3
2016_13316,Undergrad,Rejected,2016,October,30,2015,001F000000nHEwbIAG,3,3,Journalism,,,No,Yes,Recruiter,Public,Very Large,W,262,27,5,1,3,25000,No,3,2
2016_13317,Undergrad,Rejected,2016,January,15,2016,001F000000nHAP2IAO,4,3,Spanish,Sociology,,Yes,Yes,Self,Private NFP,Small,E,124,15,5,1,3,5000,No,3,2
2016_13318,Undergrad,Accepted,2016,October,30,2015,001F000000nHCQlIAO,5,3,History,Public Health,,Yes,No,Self,Private NFP,Medium,E,500,57,16,5,2,12500,No,3,3
2016_13319,Undergrad,Rejected,2016,January,15,2016,001F000000nHCKLIA4,2,3,Biology,,,No,No,Self,Public,Medium,S,66,15,10,1,3,12500,No,3,3
2016_13321,Undergrad,Accepted,2016,January,15,2016,001F000000nHCQUIA4,5,3,Economics,,,No,No,Self,Private NFP,Large,E,407,32,20,2,5,22500,No,3,3
2016_13322,Undergrad,Rejected,2016,January,15,2016,001F000000nH82qIAC,4,3,Psychology,,Other,No,Yes,Self,Public,Very Large,N,328,54,17,1,3,25000,No,3,3
2016_13324,Undergrad,Withdrawn,2016,October,30,2015,001F000000nHAWKIA4,5,3,Neuroscience,Spanish,,No,Yes,Recruiter,Public,Very Large,N,973,82,38,5,5,25000,Yes,3,3
2016_13325,Undergrad,Withdrawn,2016,January,15,2016,001F000000nHCQUIA4,5,3,English,,Economics,No,Yes,Self,Private NFP,Large,E,407,32,20,2,5,22500,No,3,3
2016_13326,Undergrad,Rejected,2016,October,30,2015,001F000000nH7Z8IAK,4,3,Other Science,,,No,No,Self,Public,Very Large,E,135,23,5,1,3,25000,No,3,2
2016_13327,Undergrad,Accepted,2016,October,30,2015,001F000000nH83VIAS,3,3,Family Studies,,,Yes,No,Self,Public,Very Large,W,299,72,20,2,5,25000,No,3,3
2016_13328,Undergrad,Rejected,2016,January,15,2016,001F000000nH7fAIAS,4,3,International Studies/Relations,,Marketing,No,No,Self,Private NFP,Large,S,149,20,12,1,3,22500,No,3,2
2016_13329,Undergrad,Accepted,2016,January,15,2016,001F000000nHAVoIAO,4,3,Economics,,Computer Science,Yes,No,Self,Private NFP,Large,S,147,26,8,0,0,22500,No,3,2
2016_13331,Undergrad,Rejected,2016,January,15,2016,001F000000nHCdyIAG,4,3,Political Science,,,No,No,Self,Public,Very Large,S,118,20,13,1,3,25000,No,3,2
2016_13332,Undergrad,Rejected,2016,October,30,2015,001F000000nHANwIAO,5,3,English Literature,Economics,,No,Yes,Self,Private NFP,Small,E,172,20,6,0,0,5000,No,3,2
2016_13333,Undergrad,Rejected,2016,October,30,2015,001F000000nH9USIA0,4,3,Education (elementary),,,No,No,Self,Public,Very Large,N,143,12,3,1,3,25000,No,3,2
2016_13335,Undergrad,Rejected,2016,October,30,2015,001F000000nHC9zIAG,3,3,Speech Therapy,,Communications,No,No,Self,Private NFP,Medium,E,202,40,15,5,5,12500,No,3,3
2016_13336,Undergrad,Rejected,2016,October,30,2015,001F000000nH83rIAC,3,3,Marketing,,,No,No,Self,Public,Very Large,W,102,20,10,1,3,25000,No,3,2
2016_13338,Undergrad,Accepted,2016,March,4,2016,001F000000nH7LRIA0,4,3,International Studies/Relations,,Human Development,No,Yes,Self,Public,Very Large,E,404,48,27,5,2,25000,No,3,3
2016_13339,Undergrad,Rejected,2016,October,30,2015,001F000000nHCGVIA4,3,3,Biology,,Chemistry,No,No,Recruiter,Public,Large,E,80,34,5,5,2,22500,No,3,2
2016_13340,Undergrad,Withdrawn,2016,January,15,2016,001F000000nHAh1IAG,5,3,Other,,,No,No,Recruiter,Public,Very Large,W,595,103,17,5,5,25000,No,3,3
2016_13341,Undergrad,Rejected,2016,October,30,2015,001F000000nH9UnIAK,4,3,Spanish,Latin American Studies,History,No,No,Recruiter,Public,Very Large,S,62,14,3,0,0,25000,No,3,2
2016_13343,Undergrad,Rejected,2016,January,15,2016,001F000000nH7Y8IAK,3,3,Speech Communication,,French,No,No,Self,Public,Very Large,E,164,46,10,5,2,25000,No,3,2
2016_13345,Undergrad,Rejected,2016,March,4,2016,001F000000nHCGVIA4,3,3,Biology,,Chemistry,No,No,Recruiter,Public,Large,E,80,34,5,5,2,22500,No,3,2
2016_13346,Undergrad,Accepted,2016,October,30,2015,001F000000nHCGGIA4,5,3,International Studies/Relations,Spanish,,No,No,Recruiter,Private NFP,Small,W,121,8,0,5,5,5000,No,3,3
2016_13347,Undergrad,Rejected,2016,October,30,2015,001F000000nHBWoIAO,4,3,Natural Sciences,,,No,No,Self,Public,Large,E,251,22,3,5,2,22500,Yes,3,3
2016_13348,Undergrad,Withdrawn,2016,October,30,2015,001F000000nH7gmIAC,4,3,Petroleum Engineering,,,No,No,Self,Public,Very Large,S,222,46,9,1,3,25000,Yes,3,3
2016_13350,Undergrad,Rejected,2016,October,30,2015,001F000000nH7YNIA0,3,3,Political Science,,,No,No,Self,Public,Large,E,279,19,12,0,0,22500,No,3,2
2016_13351,Undergrad,Accepted,2016,January,15,2016,001F000000nHCGGIA4,5,3,Government,Psychology,Other,No,Yes,Self,Private NFP,Small,W,121,8,0,5,5,5000,No,3,3
2016_13352,Undergrad,Rejected,2016,March,4,2016,001F000000nH9oFIAS,4,3,Hotel Administration,,,No,No,Self,Public,Very Large,E,512,63,16,2,5,25000,No,3,3
2016_13353,Undergrad,Rejected,2016,January,15,2016,001F000000nHBWoIAO,4,3,Psychology,Communications,,No,No,Self,Public,Large,E,251,22,3,5,2,22500,No,3,3
2016_13356,Undergrad,Accepted,2016,January,15,2016,001F000000nH7gmIAC,4,3,Communications,,Business,No,Yes,Self,Public,Very Large,S,222,46,9,1,3,25000,No,3,3
2016_13357,Undergrad,Accepted,2016,October,30,2015,001F000000nH83rIAC,3,3,History,Political Science,,Yes,No,Self,Public,Very Large,W,102,20,10,1,3,25000,No,3,2
2016_13360,Undergrad,Accepted,2016,October,30,2015,001F000000nH7T5IAK,5,3,Psychology,,Education (general),No,Yes,Recruiter,Public,Medium,W,138,27,8,5,5,12500,No,3,2
2016_13361,Undergrad,Rejected,2016,October,30,2015,001F000000nHEFEIA4,4,3,Journalism,,,Yes,Yes,Recruiter,Public,Very Large,S,131,34,9,0,0,25000,No,3,2
2016_13362,Undergrad,Rejected,2016,October,30,2015,001F000000nHEGfIAO,5,3,Law,,,No,Yes,Recruiter,Public,Very Large,W,795,82,23,5,5,25000,No,3,3
2016_13363,Undergrad,Rejected,2016,October,30,2015,001F000000nHAX1IAO,4,3,Finance,,,No,No,Self,Public,Very Large,N,408,31,7,1,3,25000,No,3,2
2016_13365,Undergrad,Rejected,2016,January,15,2016,001F000000nHEwJIAW,4,3,Anthropology,Theater,,No,No,Self,Public,Very Large,N,346,29,19,2,5,25000,No,3,3
2016_13366,Undergrad,Rejected,2016,October,30,2015,001F000000nH9oFIAS,4,3,Other,,Spanish,No,No,Self,Public,Very Large,E,512,63,16,2,5,25000,No,3,3
2016_13369,Undergrad,Withdrawn,2016,October,30,2015,001F000000nH7feIAC,3,3,Molecular Biology,,Psychology,No,No,Self,Public,Very Large,W,264,33,18,1,3,25000,Yes,3,2
2016_13372,Undergrad,Withdrawn,2016,October,30,2015,001F000000nHCGLIA4,4,3,Other,,,No,Yes,Self,Private NFP,Small,E,137,9,3,0,0,5000,No,3,2
2016_13373,Undergrad,Rejected,2016,January,15,2016,001F000000nHC9zIAG,3,3,Film/Video,,Other,No,No,Self,Private NFP,Medium,E,202,40,15,5,5,12500,No,3,3
2016_13374,Undergrad,Rejected,2016,October,30,2015,001F000000nHAWqIAO,3,3,Anthropology,Religion,,Yes,No,Self,Public,Very Large,S,26,13,1,1,3,25000,No,3,2
2016_13375,Undergrad,Rejected,2016,March,4,2016,001F000000nHAW8IAO,4,3,Family Studies,,Other,No,Yes,Self,Public,Very Large,E,353,52,5,5,2,25000,No,3,3
2016_13380,Undergrad,Accepted,2016,January,15,2016,001F000000nHAyqIAG,4,3,Statistics,,,No,Yes,Self,Public,Very Large,N,545,46,25,2,5,25000,Yes,3,3
2016_13384,Undergrad,Rejected,2016,October,30,2015,001F000000nHAyqIAG,4,3,Biology,,,No,Yes,Self,Public,Very Large,N,545,46,25,2,5,25000,No,3,3
2016_13385,Undergrad,Withdrawn,2016,October,30,2015,001F000000nH83VIAS,3,3,Mass Communications,,,Yes,No,Self,Public,Very Large,W,299,72,20,2,5,25000,No,3,3
2016_13386,Undergrad,Withdrawn,2016,January,15,2016,001F000000nH7ewIAC,5,3,English Literature,,,Yes,Yes,Self,Private NFP,Medium,N,287,25,8,5,5,12500,No,3,3
2016_13387,Undergrad,Rejected,2016,October,30,2015,001F000000nH9UaIAK,2,3,Physiology,,,No,No,Self,Public,Medium,E,44,11,4,1,3,12500,Yes,3,3
2016_13388,Undergrad,Rejected,2016,October,30,2015,001F000000nH7LRIA0,4,3,English,,,Yes,No,Self,Public,Very Large,E,404,48,27,5,2,25000,No,3,3
2016_13389,Undergrad,Accepted,2016,January,15,2016,001F000000nHCKdIAO,5,3,African-American Studies,Psychology,,No,Yes,Self,Private NFP,Medium,E,167,12,2,5,5,12500,No,3,2
2016_13390,Undergrad,Accepted,2016,October,30,2015,001F000000nH7LRIA0,4,3,Psychology,,,No,No,Self,Public,Very Large,E,404,48,27,5,2,25000,No,3,3
2016_13391,Undergrad,Rejected,2016,January,15,2016,001F000000nH7YrIAK,4,3,English,,,No,No,Self,Public,Very Large,W,177,33,7,5,2,25000,No,3,2
2016_13393,Undergrad,Withdrawn,2016,January,15,2016,001F000000nHEyuIAG,4,3,Chemical Engineering,,,No,Yes,Self,Public,Very Large,S,189,48,11,1,3,25000,Yes,3,3
2016_13394,Undergrad,Rejected,2016,October,30,2015,001F000000nH8AuIAK,4,3,Education (elementary),,,No,No,Self,Public,Very Large,S,47,10,0,1,3,25000,No,3,2
2016_13395,Undergrad,Rejected,2016,October,30,2015,001F000000nHEGfIAO,5,3,History,,,No,No,Self,Public,Very Large,W,795,82,23,5,5,25000,No,3,3
2016_13396,Undergrad,Rejected,2016,October,30,2015,001F000000nHAh1IAG,5,3,Philosophy,,,No,No,Self,Public,Very Large,W,595,103,17,5,5,25000,No,3,3
2016_13397,Undergrad,Accepted,2016,January,15,2016,001F000000nH7YNIA0,3,3,Biology,Spanish,,Yes,Yes,Self,Public,Large,E,279,19,12,0,0,22500,No,3,2
2016_13399,Undergrad,Rejected,2016,October,30,2015,001F000000nHANlIAO,5,3,Psychology,French,,Yes,No,Self,Public,Very Large,E,529,36,23,5,5,25000,No,3,3
2016_13400,Undergrad,Rejected,2016,March,4,2016,001F000000nHCKdIAO,5,3,Sociology,,,No,Yes,Self,Private NFP,Medium,E,167,12,2,5,5,12500,No,3,2
2016_13404,Undergrad,Rejected,2016,March,4,2016,001F000000nHDTFIA4,3,3,Education (elementary),,,Yes,No,Self,Public,Very Large,E,39,14,0,1,3,25000,No,3,2
2016_13405,Undergrad,Accepted,2016,March,4,2016,001F000000nHAWNIA4,4,3,Psychology,,Spanish,No,Yes,Self,Public,Very Large,S,734,104,22,5,5,25000,No,3,3
2016_13406,Undergrad,Rejected,2016,March,4,2016,001F000000nH7YlIAK,4,3,Creative Writing,,Film/Video,No,Yes,Recruiter,Public,Very Large,S,238,45,18,2,5,25000,No,3,2
2016_13408,Undergrad,Rejected,2016,March,4,2016,001F000000nH7KbIAK,4,3,Political Science,,Geography,Yes,No,Recruiter,Public,Very Large,S,56,19,8,0,0,25000,No,3,2
2016_13409,Undergrad,Rejected,2016,March,4,2016,001F000000nHCG7IAO,4,3,Classics,,,No,No,Self,Public,Large,N,271,22,16,5,5,22500,No,3,2
2016_13410,Undergrad,Withdrawn,2016,March,4,2016,001F000000nH9nbIAC,5,3,Biochemistry,French,,No,Yes,Self,Private NFP,Medium,S,182,24,9,5,5,12500,No,3,3
2016_13411,Undergrad,Rejected,2016,March,4,2016,001F000000nH7QeIAK,4,3,History,,Criminal Justice,No,Yes,Self,Private NFP,Large,S,93,16,8,0,0,22500,No,3,2
2016_13412,Undergrad,Accepted,2016,March,4,2016,001F000000nHEyqIAG,4,3,Psychology,,,No,Yes,Self,Private NFP,Very Large,E,346,32,16,2,5,25000,No,3,3
2016_13415,Undergrad,Rejected,2016,March,4,2016,001F000000nHAP0IAO,3,3,Electrical Engineering,,,Yes,Yes,Self,Public,Very Large,S,37,8,0,3,3,25000,No,3,0
2016_13416,Undergrad,Rejected,2016,March,4,2016,001F000000nH9wzIAC,4,3,History,,,No,No,Self,Public,Medium,W,66,26,0,5,2,12500,No,3,2
2016_13417,Undergrad,Rejected,2016,March,4,2016,001F000000nH7hEIAS,2,3,Biology,,,No,No,Self,Private NFP,Small,E,72,11,3,5,2,5000,No,3,3
2016_13418,Undergrad,Withdrawn,2016,March,4,2016,001F000000nH83VIAS,3,3,Music,,Dance,No,No,Self,Public,Very Large,W,299,72,20,2,5,25000,No,3,3
2016_13421,Undergrad,Rejected,2016,March,4,2016,001F000000nHAW8IAO,4,3,Kinesiology,,,No,Yes,Self,Public,Very Large,E,353,52,5,5,2,25000,No,3,3
2016_13422,Undergrad,Rejected,2016,March,4,2016,001F000000nHCmgIAG,5,3,Psychology,,Economics,No,Yes,Self,Private NFP,Very Large,E,326,43,17,1,3,25000,No,3,3
2016_13426,Undergrad,Accepted,2016,March,4,2016,001F000000nHEGCIA4,5,3,Public Health,,,No,Yes,Self,Private NFP,Medium,E,392,35,17,5,2,12500,No,3,3
2016_13429,Undergrad,Withdrawn,2016,March,4,2016,001F000000nHBVoIAO,5,3,English Literature,Economics,,No,Yes,Self,Private NFP,Small,E,100,12,0,1,3,5000,No,3,2
2016_13430,Undergrad,Rejected,2016,March,4,2016,001F000000nHElAIAW,3,3,Education (special),Education (elementary),Education (secondary),No,No,Self,Private NFP,Medium,E,44,5,4,0,0,12500,No,3,1
2016_13432,Undergrad,Withdrawn,2016,March,4,2016,001F000000nH7QeIAK,4,3,Finance,,Spanish,No,Yes,Self,Private NFP,Large,S,93,16,8,0,0,22500,No,3,2
2016_13433,Undergrad,Accepted,2016,March,4,2016,001F000000nH7f1IAC,5,3,Government,Individual Studies,Law,No,Yes,Self,Private NFP,Very Large,E,633,52,25,5,2,25000,No,3,3
2016_13434,Undergrad,Rejected,2016,March,4,2016,001F000000nH83VIAS,3,3,Electrical Engineering,,,No,No,Self,Public,Very Large,W,299,72,20,2,5,25000,No,3,3
2016_13435,Undergrad,Rejected,2016,March,4,2016,001F000000nH7hJIAS,4,3,Neuroscience,,,Yes,Yes,Recruiter,Private NFP,Very Large,E,360,19,14,0,0,25000,Yes,3,3
2016_13436,Undergrad,Rejected,2016,March,4,2016,001F000000nH7hJIAS,4,3,Physics,,,No,Yes,Recruiter,Private NFP,Very Large,E,360,19,14,0,0,25000,Yes,3,3
2016_13437,Undergrad,Accepted,2016,March,4,2016,001F000000nHBIxIAO,4,3,Theater,,History,No,No,Self,Private NFP,Medium,W,97,12,9,1,3,12500,No,3,2
2016_13439,Undergrad,Accepted,2016,March,4,2016,001F000000nHC9zIAG,3,3,Political Science,,English,No,Yes,Self,Private NFP,Medium,E,202,40,15,5,5,12500,No,3,3
2016_13441,Undergrad,Rejected,2016,March,4,2016,001F000000nH7gmIAC,4,3,Education (general),,,No,Yes,Self,Public,Very Large,S,222,46,9,1,3,25000,No,3,3
2016_13442,Undergrad,Withdrawn,2016,March,4,2016,001F000000nHDGZIA4,4,3,Social Studies,,,No,No,Self,Public,Very Large,S,147,17,15,1,3,25000,No,3,2
2016_13444,Undergrad,Rejected,2016,March,4,2016,001F000000nHAOmIAO,4,3,Health,,Psychology,No,Yes,Self,Private NFP,Large,S,278,24,6,2,5,22500,No,3,3
2016_13445,Undergrad,Rejected,2016,March,4,2016,001F000000nHCGRIA4,4,3,Communications,,Business,No,Yes,Self,Private NFP,Large,E,111,17,5,0,0,22500,No,3,2
